tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,director,language,mood
tt0485270,movie,Ratchakan,Ratchakan,0,1997,,154,"Action,Romance",6.3,442,nm2080122,Telugu,"Heartwarming,Action-Packed,Thrilling"
tt11514718,tvSeries,Screw-Up Adults' Sharehouse,Kakafukaka,0,2019,2019.0,24,"Drama,Romance",5.6,497,Unknown,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0396684,movie,Kasthuriman,Kasthuriman,0,2003,,141,"Drama,Romance",6.8,408,nm0517839,Malayalam,"Thought-Provoking,Emotional,Heartwarming"
tt0903644,movie,September,September,0,2007,,85,Drama,6.3,440,nm0141352,Hindi,"Thought-Provoking,Emotional"
tt31861468,tvSeries,Plot 1 BY 2,Plot 1 BY 2,0,2024,,23,"Comedy,Drama",5.2,532,nm4470677,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt6229656,tvSeries,The Oddbods Show,Oddbods,0,2016,,100,"Animation,Comedy,Family",6.2,446,nm2456975,Hindi,"Light-Hearted,Heartwarming,Whimsical"
tt13174230,movie,Dr. Bezbarua 2,Dr. Bezbarua 2,0,2023,,109,"Action,Thriller",7.7,359,nm1029756,Hindi,"Intense,Action-Packed,Thrilling"
tt15450798,tvMovie,Hot Mess Holiday,Hot Mess Holiday,0,2021,,70,Comedy,5.5,502,nm1390496,Hindi,"Light-Hearted,Fun"
tt11779640,movie,Vaanku,Vaanku,0,2021,,108,"Comedy,Drama,Family",6.3,436,nm11348109,Hindi,"Fun,Light-Hearted,Thought-Provoking"
tt21432090,tvSeries,The Brave Ones,The Brave Ones,0,2022,,45,"Drama,Fantasy,Sci-Fi",4.9,559,nm2131616,Hindi,"Magical,Mind-Bending,Thought-Provoking"
tt13526198,tvMovie,A Perfect Match,A Perfect Match,0,2021,,84,Romance,6.1,449,nm0842514,Hindi,"Heartwarming,Romantic"
tt8324894,movie,A Cross in the Desert,Sveta Petka - Krst u pustinji,0,2022,,123,"Biography,Drama,History",7.0,391,nm3195629,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt22771498,tvMiniSeries,Pettaikaali,Pettaikaali,0,2022,2022.0,100,Action,7.9,345,nm9068788,Hindi,"Action-Packed,Thrilling"
tt0366886,movie,Patalghar,Patalghar,0,2003,,141,"Fantasy,Sci-Fi",7.7,353,nm8396625,Hindi,"Mind-Bending,Epic,Magical"
tt16258352,tvSeries,Layangan Putus,Layangan Putus,0,2021,2022.0,42,"Drama,Romance",7.6,357,nm3447204,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt12909482,movie,Kanneri,Kanneri,0,2022,,123,"Drama,Thriller",9.0,299,nm11821610,Hindi,"Thought-Provoking,Emotional,Suspenseful"
tt0053980,movie,Kala Bazar,Kala Bazar,0,1960,,163,"Crime,Drama,Musical",7.2,373,nm0025629,Hindi,"Gritty,Intense,Uplifting"
tt15192032,tvSeries,Titletown High,Titletown High,0,2021,,100,"Reality-TV,Sport",5.8,463,nm2217296,Hindi,Inspiring
tt0757194,movie,Forbidden Quest,Eumranseosaeng,0,2006,,142,"Comedy,Drama,Romance",6.1,440,nm0453411,Hindi,"Fun,Romantic,Light-Hearted"
tt2022587,movie,Vetri kodi kattu,Vetri kodi kattu,0,2000,,100,"Comedy,Drama,Romance",7.2,371,nm0155741,Tamil,"Fun,Romantic,Light-Hearted"
tt16899852,movie,My Dear Bootham,My Dear Bootham,0,2022,,122,"Comedy,Family,Fantasy",5.8,460,nm9006287,Tamil,"Magical,Fun,Light-Hearted"
tt22309050,tvSeries,All the Flowers,Todas as Flores,0,2022,2023.0,100,"Crime,Drama",8.0,333,nm0033288,Hindi,"Emotional,Intense,Gritty"
tt13634530,tvSeries,Undercover,Eondeokeobeo,0,2021,2021.0,70,"Drama,Thriller",7.5,355,nm5866933,Hindi,"Thought-Provoking,Emotional,Suspenseful"
tt4762826,movie,Innimey Ippadithaan,Innimey Ippadithaan,0,2015,,134,"Comedy,Romance",5.7,466,nm7383220,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt5259834,tvSeries,The Miramar Murders: The State Vs. Pablo Ibar,The State vs. Pablo Ibar,0,2020,,100,Documentary,7.2,368,nm3598673,Hindi,Educational
tt11261820,movie,Tahara,Tahara,0,2020,,78,Drama,5.9,449,nm6499573,Hindi,"Thought-Provoking,Emotional"
tt15251764,tvSeries,Too Hot to Handle: Latino,Jugando con fuego: Latino,0,2021,2021.0,36,"Game-Show,Reality-TV,Romance",5.2,509,nm2470812,Hindi,"Heartwarming,Romantic"
tt0455578,movie,Kanaa Kanden,Kanaa Kanden,0,2005,,146,"Romance,Thriller",6.5,407,nm0433895,Tamil,"Intense,Heartwarming,Suspenseful"
tt14494944,tvMiniSeries,The Final Score,Goles en contra,0,2022,2022.0,55,"Biography,Drama,Sport",7.1,371,nm5470588,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0235848,movie,Uthiri Pookkal,Uthiri Pookkal,0,1979,,143,"Drama,Family",8.1,325,nm0536820,Tamil,"Thought-Provoking,Emotional,Heartwarming"
tt1883877,tvSeries,Love Contract,Ai qing he yue,0,2004,,60,"Drama,Romance",5.2,506,nm1314647,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt15113594,tvSeries,Ruby and the Well,Ruby and the Well,0,2022,,44,"Drama,Family,Fantasy",7.9,333,nm0189327,Hindi,"Magical,Thought-Provoking,Emotional"
tt1575576,movie,Jayam Manadera,Jayam Manadera,0,2000,,151,"Action,Drama,Romance",6.4,411,nm3033005,Hindi,"Action-Packed,Romantic,Thought-Provoking"
tt0354922,movie,Snegithiye,Snegithiye,0,2000,,154,"Drama,Musical,Mystery",6.7,392,nm0698184,Hindi,"Thought-Provoking,Emotional,Uplifting"
tt1954818,movie,Shatru,Shatru,0,2011,,150,"Action,Crime,Drama",6.0,433,nm3354020,Bengali,"Gritty,Action-Packed,Intense"
tt3098942,tvSeries,Time of Death,Time of Death,0,2013,2013.0,60,Documentary,8.6,302,Unknown,Hindi,Educational
tt12512714,tvSeries,Hay Sultan,Hay Sultan,0,2023,2024.0,100,"Biography,History",6.9,376,nm5717949,Hindi,Inspiring
tt1781838,movie,Isi Life Mein...!,Isi Life Mein...!,0,2010,,139,"Comedy,Drama,Romance",5.5,470,nm4191586,Hindi,"Fun,Romantic,Light-Hearted"
tt3114346,movie,Ainthu Ainthu Ainthu,Ainthu Ainthu Ainthu,0,2013,,147,Action,5.7,453,nm3298944,Tamil,"Action-Packed,Thrilling"
tt8517272,movie,Shadow of Water,Chola,0,2019,,120,"Drama,Thriller",5.5,468,nm6427447,Tamil,"Thought-Provoking,Emotional,Suspenseful"
tt1278202,tvSeries,Destroyed in Seconds,Destroyed in Seconds,0,2008,2010.0,30,"Documentary,Reality-TV",6.9,373,nm2257663,Hindi,Educational
tt3306838,tvSeries,Hozuki's Coolheadedness,Hôzuki no Reitetsu,0,2014,,24,"Animation,Comedy,Fantasy",7.2,357,nm4893486,Hindi,"Whimsical,Magical,Fun"
tt24240038,tvSeries,Synduality: Noir,Synduality Noir,0,2023,2024.0,24,"Action,Adventure,Animation",6.3,407,nm10799775,Hindi,"Whimsical,Fun,Action-Packed"
tt0080376,movie,Barsaat Ki Ek Raat,Barsaat Ki Ek Raat,0,1981,,142,"Romance,Thriller",6.1,417,nm0759662,Bengali,"Intense,Heartwarming,Suspenseful"
tt29538806,tvSeries,Photographer,Photographer,0,2024,,55,Documentary,7.8,326,nm2863372,Hindi,Educational
tt2322438,tvSeries,Larry King Now,Larry King Now,0,2012,2020.0,100,"Comedy,Talk-Show",5.5,461,nm2285694,Hindi,"Light-Hearted,Fun"
tt0482961,movie,The Speed Track,The Speed Track,0,2007,,100,"Action,Comedy,Romance",5.8,434,nm2051927,Hindi,"Fun,Action-Packed,Romantic"
tt0423313,movie,Tahalka,Tahalka,0,1992,,168,"Action,Adventure,Thriller",5.6,449,nm0788858,Hindi,"Suspenseful,Action-Packed,Intense"
tt31150090,tvSeries,Jaan E Jahan,Jaan E Jahan,0,2023,,100,Drama,8.4,299,nm11551388,Hindi,"Thought-Provoking,Emotional"
tt17909448,movie,Blind War,Mang zhan,0,2022,,103,Action,5.9,425,nm12201758,Hindi,"Action-Packed,Thrilling"
tt0420101,movie,A Legendary Love,Puteri Gunung Ledang,0,2004,,145,"Drama,Fantasy,Romance",6.7,373,nm1672058,Hindi,"Magical,Romantic,Thought-Provoking"
tt0366918,movie,Premante Idera,Premante Idera,0,1998,,167,"Drama,Romance",6.7,373,nm0419680,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt1819921,tvSeries,Prosecutor Princess,Geomsa peurinseseu,0,2010,2010.0,70,"Drama,Romance",7.0,357,nm4270728,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt28703558,movie,OneFour: Against All Odds,ONEFOUR: Against All Odds,0,2023,,82,"Crime,Documentary,Music",6.6,378,nm15172292,Hindi,"Intense,Gritty,Educational"
tt10014838,movie,The Forgotten,Zabuti,0,2019,,105,"Drama,Romance,War",6.0,415,nm4249132,Hindi,"Romantic,Intense,Heroic"
tt0249964,movie,Sirivennela,Sirivennela,0,1986,,181,"Family,Musical",8.0,311,nm0899649,Tamil,"Uplifting,Heartwarming"
tt11012230,movie,Rowdy Baby,Rowdy Baby,0,2022,,100,Romance,5.8,428,nm11012297,Hindi,"Heartwarming,Romantic"
tt5567616,tvSeries,Ms. Temper & Nam Jung-Gi,Ukssi Namjeonggi,0,2016,2016.0,100,Drama,7.2,344,nm1971582,Hindi,"Thought-Provoking,Emotional"
tt14638256,movie,Viraat,Viraat,0,2021,,150,Crime,8.0,309,nm6176338,Hindi,"Intense,Gritty"
tt0330783,movie,Pran Jaaye Par Shaan Na Jaaye,Pran Jaaye Par Shaan Na Jaaye,0,2003,,137,"Comedy,Drama",6.4,386,nm1178654,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0239341,movie,Devi Putrudu,Devi Putrudu,0,2001,,161,"Action,Drama,Fantasy",5.9,416,nm0707952,Hindi,"Magical,Action-Packed,Thought-Provoking"
tt0274104,movie,Sreekrishnapurathe Nakshathrathilakkam,Sreekrishnapurathe Nakshathrathilakkam,0,1998,,157,Comedy,7.0,350,nm0707364,Hindi,"Light-Hearted,Fun"
tt0253667,movie,Seetharamaiah Gari Manavaralu,Seetharamaiah Gari Manavaralu,0,1991,,145,Drama,8.0,306,nm0474823,Telugu,"Thought-Provoking,Emotional"
tt0233321,movie,Bettada Hoovu,Bettada Hoovu,0,1985,,109,"Comedy,Drama,Family",8.6,283,nm0482297,Hindi,"Fun,Light-Hearted,Thought-Provoking"
tt11502628,tvSeries,Detective Chinatown,Tángrénjiê Tàn Àn,0,2020,2020.0,100,"Crime,Drama,Mystery",6.7,363,nm8291249,Hindi,"Gritty,Mysterious,Intense"
tt7905168,movie,About Us,About Us,0,2020,,85,Romance,5.8,419,nm0777447,Hindi,"Heartwarming,Romantic"
tt14086420,movie,Seththumaan,Seththumaan,0,2022,,112,Drama,6.6,368,nm1233791,Hindi,"Thought-Provoking,Emotional"
tt22099034,tvSeries,Shanty Town,Shanty Town,0,2023,,40,"Action,Crime,Drama",4.8,505,nm7970786,Hindi,"Gritty,Action-Packed,Intense"
tt8693220,tvSeries,How to Keep a Mummy,Miira no Kaikata,0,2018,2018.0,24,"Animation,Comedy,Fantasy",7.3,332,nm2218438,Hindi,"Whimsical,Magical,Fun"
tt0403965,movie,Dead End Run,Dead End Run,0,2003,,59,"Action,Musical,Thriller",6.4,378,nm0411025,Hindi,"Action-Packed,Suspenseful,Intense"
tt0274026,movie,Raaja Paarvai,Raaja Paarvai,0,1981,,144,"Drama,Musical,Romance",7.7,314,nm0801870,Malayalam,"Romantic,Uplifting,Thought-Provoking"
tt6087086,movie,Jyo Achyutananda,Jyo Achyutananda,0,2016,,125,"Comedy,Drama,Romance",6.1,396,nm4015380,Hindi,"Fun,Romantic,Light-Hearted"
tt20518582,tvSeries,The Files of Young Kindaichi,Kindaichi Shonen no Jikenbo,0,2022,,60,"Crime,Drama,Mystery",6.6,366,nm7607059,Hindi,"Gritty,Mysterious,Intense"
tt7208348,tvMiniSeries,Wednesday 3:30 PM,Su-yo-il O-hu 3si 30bun,0,2017,2017.0,20,"Comedy,Romance",7.0,345,nm15270634,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt11853880,tvMiniSeries,Ana Tramel. El juego,Ana Tramel. El juego,0,2021,2021.0,100,Thriller,6.6,364,nm0305850,Hindi,"Intense,Suspenseful"
tt6087058,movie,Sebastian,Sebastian,0,2017,,80,"Drama,Romance",5.6,429,nm3462119,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0058921,movie,Arzoo,Arzoo,0,1965,,177,"Drama,Musical,Romance",7.3,329,nm0755997,Hindi,"Romantic,Uplifting,Thought-Provoking"
tt5169608,tvSeries,Mamon,Mamon,0,2015,2015.0,100,"Crime,Thriller",7.3,329,nm0584630,Hindi,"Intense,Gritty,Suspenseful"
tt22871368,tvSeries,Autodefensa,Autodefensa,0,2022,2022.0,15,"Comedy,Drama",5.9,407,nm2568360,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt11418284,movie,The Art of Love,The Art of Love,0,2022,,106,Comedy,5.8,414,nm2276864,Hindi,"Light-Hearted,Fun"
tt8437668,tvSeries,Karmaphal Daata Shani,Karmaphal Daata Shani,0,2016,2021.0,100,"Drama,Fantasy",8.6,277,nm3804112,Hindi,"Thought-Provoking,Emotional,Epic"
tt15768158,tvSeries,Tell Me Everything,Tell Me Everything,0,2022,2024.0,45,Drama,6.5,366,nm1587079,Hindi,"Thought-Provoking,Emotional"
tt7383268,movie,Discarded Things,Discarded Things,0,2020,,107,Drama,6.5,365,nm2121786,Hindi,"Thought-Provoking,Emotional"
tt3410654,movie,Narbachi Wadi,Narbachi Wadi,0,2013,,120,Comedy,7.9,299,nm4853354,Marathi,"Light-Hearted,Fun"
tt0155928,movie,Oru Kaidhiyin Diary,Oru Kaidhiyin Diary,0,1985,,152,"Action,Crime,Drama",7.2,328,nm0707300,Telugu,"Gritty,Action-Packed,Intense"
tt27843025,movie,Dollarspete,Dollarspete,0,2024,,100,"Comedy,Drama,Thriller",7.8,300,nm14883924,Kannada,"Fun,Suspenseful,Light-Hearted"
tt1369570,movie,Sampathige Saval,Sampathige Saval,0,1974,,148,Drama,8.9,262,nm1032623,Hindi,"Thought-Provoking,Emotional"
tt1634331,movie,Jatra: Hyalagaad Re Tyalagaad,Jatra: Hyalagaad Re Tyalagaad,0,2005,,133,"Comedy,Crime,Drama",7.1,328,nm2366663,Hindi,"Gritty,Fun,Light-Hearted"
tt1283896,movie,Gods,Dioses,0,2008,,120,Drama,5.8,401,nm0579062,Hindi,"Thought-Provoking,Emotional"
tt32642725,movie,Thaghut,Thaghut,0,2024,,102,Horror,5.8,400,nm9812084,Hindi,"Dark,Scary"
tt14489130,tvSeries,Deaimon: Recipe for Happiness,Deaimon,0,2022,2022.0,24,"Animation,Comedy,Drama",7.0,331,nm1781764,Hindi,"Whimsical,Fun,Light-Hearted"
tt3450288,tvSeries,Ctvrtá hvezda,Ctvrtá hvezda,0,2014,,28,Comedy,7.9,293,nm1716909,Hindi,"Light-Hearted,Fun"
tt0086702,tvSeries,The Duck Factory,The Duck Factory,0,1984,1984.0,30,Comedy,6.4,361,nm0199722,Hindi,"Light-Hearted,Fun"
tt5632302,movie,Karingunnam 6's,Karingunnam 6's,0,2016,,144,"Drama,Sport",5.5,420,nm3254695,Malayalam,"Thought-Provoking,Emotional,Inspiring"
tt26450667,tvSeries,Oasis,Oasis,0,2023,2023.0,60,"Drama,Romance",7.1,325,Unknown,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt1043851,movie,Lakshyam,Lakshyam,0,2007,,164,"Action,Drama,Romance",6.0,384,nm2060470,Hindi,"Action-Packed,Romantic,Thought-Provoking"
tt3956366,movie,Rathaavara,Rathaavara,0,2015,,131,"Crime,Drama,Thriller",6.2,371,nm6703375,Hindi,"Gritty,Suspenseful,Intense"
tt20467864,tvMiniSeries,On the Job,On the Job,0,2021,2021.0,57,"Action,Crime,Drama",6.8,337,nm12937918,Hindi,"Gritty,Action-Packed,Intense"
tt12181374,movie,Envoy: Shark Cull,Envoy: Shark Cull,0,2021,,90,Documentary,7.7,297,nm11514355,Hindi,Educational
tt12144262,movie,Paloma,Paloma,0,2022,,104,Drama,6.8,336,nm1103123,Hindi,"Thought-Provoking,Emotional"
tt7453862,tvSeries,Sankatmochan Mahabali Hanuman,Sankatmochan Mahabali Hanuman,0,2015,2017.0,100,"Family,Fantasy,War",7.3,311,nm8213447,Bengali,"Magical,Intense,Heroic"
tt2378378,movie,Anantha Poongathe,Anantha Poongattre,0,1999,,154,Romance,6.4,354,nm1171296,Tamil,"Heartwarming,Romantic"
tt10521222,tvSeries,The Last Cowboy,The Last Cowboy,0,2019,,41,"Drama,Reality-TV",6.6,343,Unknown,Hindi,"Thought-Provoking,Emotional"
tt0156641,movie,Jeevan Mrityu,Jeevan Mrityu,0,1970,,140,"Drama,Romance,Thriller",7.4,305,nm0097899,Malayalam,"Suspenseful,Romantic,Intense"
tt15508888,tvSeries,Zila Sangrur,Zila Sangrur,0,2021,,24,"Action,Crime",7.2,313,nm6249812,Hindi,"Intense,Gritty,Action-Packed"
tt0081721,movie,Vincent and Me,Vincent et moi,0,1990,,100,"Drama,Family,Fantasy",6.3,356,nm0747808,Hindi,"Magical,Thought-Provoking,Emotional"
tt12071532,movie,Dirty Hari,Dirty Hari,0,2020,,107,"Drama,Romance,Thriller",5.5,407,nm1196104,Hindi,"Suspenseful,Romantic,Intense"
tt14376098,tvSeries,Backstage with Katherine Ryan,Backstage with Katherine Ryan,0,2022,2022.0,48,Comedy,7.2,310,Unknown,Hindi,"Light-Hearted,Fun"
tt15320436,tvSeries,Jailbirds New Orleans,Jailbirds New Orleans,0,2021,,100,"Documentary,Reality-TV",6.5,343,Unknown,Hindi,Educational
tt0458176,movie,Thambi,Thambi,0,2006,,138,"Action,Drama,Thriller",6.1,365,nm1913036,Hindi,"Action-Packed,Suspenseful,Intense"
tt0306644,movie,Chinna Gounder,Chinna Gounder,0,1991,,150,"Drama,Romance,Thriller",6.7,332,nm1172535,Hindi,"Suspenseful,Romantic,Intense"
tt5084004,tvSeries,The Village: Achiara's Secret,Maeul: Achiaraui Bimil,0,2015,2015.0,65,"Mystery,Thriller",7.0,316,nm3082978,Hindi,"Mysterious,Suspenseful,Intense"
tt0246009,movie,Kondaveeti Raja,Kondaveeti Raja,0,1986,,140,"Action,Drama",6.5,340,nm0706484,Hindi,"Thought-Provoking,Emotional,Action-Packed"
tt14022814,tvSeries,Jouran: The Princess of Snow and Blood,Jouran: The Princess of Snow and Blood,0,2021,,23,"Action,Animation,Fantasy",6.2,356,nm1556115,Hindi,"Whimsical,Magical,Fun"
tt10307796,tvSeries,Perfume,Peo-pyum,0,2019,2019.0,35,"Comedy,Drama,Romance",7.0,315,nm8260973,Hindi,"Fun,Romantic,Light-Hearted"
tt3909958,movie,A Woman at Night,A Woman at Night,0,2021,,84,"Drama,Mystery",7.7,286,nm2634623,Hindi,"Thought-Provoking,Emotional,Mysterious"
tt28639316,tvSeries,You Are Desire,Bai ri meng wo,0,2023,2023.0,100,Drama,7.0,313,nm12157299,Hindi,"Thought-Provoking,Emotional"
tt3426294,movie,JK Enum Nanbanin Vaazhkai,JK Enum Nanbanin Vaazhkai,0,2015,,141,"Drama,Romance",6.1,359,nm0155741,Telugu,"Thought-Provoking,Emotional,Heartwarming"
tt20426876,tvSeries,YuZZZ,YuZZZ,0,2022,2022.0,45,"Crime,Drama",6.9,317,nm5721132,Hindi,"Emotional,Intense,Gritty"
tt10580768,tvSeries,My Sweet Tyrant,Akkun to Kanojo,0,2018,2018.0,3,"Animation,Comedy,Romance",6.5,336,nm3006872,Hindi,"Whimsical,Fun,Romantic"
tt0087474,movie,Inquilaab,Inquilaab,0,1984,,152,"Action,Drama,Musical",5.8,376,nm0851253,Hindi,"Action-Packed,Uplifting,Thought-Provoking"
tt11000314,tvSeries,Bad Apples,Mädät omenat,0,2021,,44,"Drama,Mystery",6.9,316,nm0701603,Hindi,"Thought-Provoking,Emotional,Mysterious"
tt5108764,movie,Dagadi Chaawl,Dagadi Chaawl,0,2015,,120,"Action,Crime,Drama",6.3,346,nm7652064,Marathi,"Gritty,Action-Packed,Intense"
tt16281274,movie,Halloween the Legacy,Halloween: O Legado,0,2022,,45,Horror,7.1,307,nm6157331,Hindi,"Dark,Scary"
tt0246420,movie,Amanush,Amanush,0,1975,,153,"Drama,Family",7.1,306,nm0759662,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt31032285,tvSeries,Raisinghani vs Raisinghani,Raisinghani vs Raisinghani,0,2024,2024.0,100,Drama,6.2,347,nm5208248,Hindi,"Thought-Provoking,Emotional"
tt1401882,tvSeries,WWE Superstars,WWE Superstars,0,2009,2016.0,60,"Action,Sport",5.6,384,nm0242658,Hindi,"Inspiring,Action-Packed,Thrilling"
tt0245284,movie,Minchina Oata,Minchina Oata,0,1980,,135,"Adventure,Crime",8.3,258,nm0619053,Hindi,"Epic,Gritty,Adventurous"
tt0245682,movie,Abhilasha,Abhilasha,0,1983,,145,Thriller,7.7,277,nm0004630,Telugu,"Intense,Suspenseful"
tt23848690,movie,Oru Jaathi Manushyan,Oru Jaathi Manushyan,0,2022,,140,,7.7,277,nm14281913,Hindi,Entertaining
tt1003290,movie,Savarkhed: Ek Gaav,Savarkhed: Ek Gaav,0,2004,,95,"Crime,Drama,Thriller",7.2,295,nm2617835,Hindi,"Gritty,Suspenseful,Intense"
tt1526818,tvSeries,Ghost Lab,Ghost Lab,0,2009,,100,"Documentary,Mystery,Reality-TV",5.2,408,nm1919691,Hindi,"Mysterious,Educational"
tt0156166,movie,Vedam Puthithu,Vedam Puthithu,0,1987,,130,Drama,7.9,268,nm0707300,Hindi,"Thought-Provoking,Emotional"
tt20319272,tvSeries,I Kept You in My Heart,Seni Kalbime Sakladim,0,2022,2022.0,120,"Comedy,Romance",5.6,378,nm3481335,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt21924136,movie,Ntikkakkakkoru Premondarnn,Ntikkakkakkoru Premondarnn,0,2023,,125,"Comedy,Romance",5.6,377,nm12234594,Tamil,"Light-Hearted,Romantic,Heartwarming"
tt4174926,movie,Where Love Found Me,Where Love Found Me,0,2016,,84,"Action,Adventure,Drama",5.7,369,nm3931392,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt0215466,movie,Achanak,Achanak,0,1973,,96,"Crime,Drama",7.1,296,nm0347899,Hindi,"Emotional,Intense,Gritty"
tt28082724,tvSeries,Davey & Jonesie's Locker,Davey & Jonesie's Locker,0,2024,2024.0,33,"Comedy,Family,Sci-Fi",5.9,354,nm7012309,Hindi,"Light-Hearted,Heartwarming,Mind-Bending"
tt12379170,tvSeries,Secrets of Summer,Cielo Grande,0,2022,2022.0,35,"Drama,Family",6.0,347,Unknown,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt26248528,movie,A Match,Sthal,0,2023,,104,Drama,7.9,262,nm8244772,Marathi,"Thought-Provoking,Emotional"
tt19731762,tvSeries,Saiyan Magan Pehelwani Mein,Saiyan Magan Pehelwani Mein,0,2022,,100,"Comedy,Drama",8.4,246,nm13585004,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt16077646,movie,Methagu 2,Methagu 2,0,2022,,109,Drama,6.6,313,nm13998357,Tamil,"Thought-Provoking,Emotional"
tt12564616,tvSeries,Jiva!,Jiva!,0,2021,2023.0,50,Drama,6.1,338,nm2344969,Hindi,"Thought-Provoking,Emotional"
tt1067224,movie,The Photograph,The Photograph,0,2007,,94,Drama,6.7,307,nm0009847,Hindi,"Thought-Provoking,Emotional"
tt14063186,movie,The Wheel,The Wheel,0,2021,,83,Drama,6.0,342,nm0684336,Hindi,"Thought-Provoking,Emotional"
tt13388018,movie,Girl's Revenge,Hâ luô shàonû: Girl's Revenge,0,2020,,81,Drama,5.9,347,nm6362121,Hindi,"Thought-Provoking,Emotional"
tt3734442,tvSeries,Ha-E,Ha-E,0,2007,2010.0,100,"Adventure,Drama,Fantasy",7.9,258,nm1577290,Hindi,"Magical,Adventurous,Thought-Provoking"
tt1809399,movie,Utt Pataang,Utt Pataang,0,2011,,101,"Comedy,Drama",6.0,338,nm4250442,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0187192,movie,Julie,Julie,0,1975,,145,"Drama,Family,Musical",6.2,326,nm0786042,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt16494566,tvSeries,New York Homicide,New York Homicide,0,2022,,60,"Crime,Documentary,Mystery",6.8,297,nm2708793,Hindi,"Mysterious,Intense,Gritty"
tt14110940,movie,Photo-Prem,Photo-Prem,0,2021,,93,Comedy,7.0,287,nm12345791,Hindi,"Light-Hearted,Fun"
tt18550228,movie,Loving Memories,C'est mon homme,0,2022,,87,"Drama,History,Romance",5.7,352,nm2119345,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt6275296,movie,The Rules for Everything,The Rules for Everything,0,2017,,87,"Comedy,Drama",7.0,285,nm0386117,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0080926,movie,Insaf Ka Tarazu,Insaf Ka Tarazu,0,1980,,146,"Crime,Drama",6.4,311,nm0159148,Hindi,"Emotional,Intense,Gritty"
tt8266010,movie,The Snatch Thief,El Motoarrebatador,0,2018,,93,"Crime,Drama",6.7,295,nm3188011,Hindi,"Emotional,Intense,Gritty"
tt1474271,movie,Love Khichdi,Love Khichdi,0,2009,,130,"Comedy,Drama,Romance",5.6,351,nm1394996,Hindi,"Fun,Romantic,Light-Hearted"
tt13684082,movie,Swastik Sanket,Swastik Sanket,0,2022,,135,"Adventure,Drama,Mystery",5.6,351,nm4759802,Hindi,"Mysterious,Adventurous,Thought-Provoking"
tt0317796,movie,Kalaignan,Kalaignan,0,1993,,143,"Action,Drama,Thriller",6.4,307,nm6118506,Hindi,"Action-Packed,Suspenseful,Intense"
tt21107826,tvSeries,Buy My House,Buy My House,0,2022,2022.0,30,Reality-TV,5.8,338,nm1219611,Hindi,Entertaining
tt0193444,movie,Bobbili Raja,Bobbili Raja,0,1990,,155,"Action,Romance",6.9,283,nm0044584,Hindi,"Heartwarming,Action-Packed,Thrilling"
tt0944185,movie,Andhrudu,Andhrudu,0,2005,,155,"Action,Drama",6.7,290,nm2517839,Tamil,"Thought-Provoking,Emotional,Action-Packed"
tt1442481,movie,"#73, Shaanthi Nivaasa","#73, Shaanthi Nivaasa",0,2007,,157,"Drama,Family,Musical",7.5,259,nm15590726,Kannada,"Thought-Provoking,Emotional,Heartwarming"
tt8427416,movie,Bhobishyoter Bhoot,Bhobishyoter Bhut,0,2018,,131,"Comedy,Horror",5.7,340,nm4994462,Bengali,"Light-Hearted,Scary,Dark"
tt0148266,movie,Heer Raanjha,Heer Raanjha,0,1970,,142,"Drama,Family,Musical",7.3,263,nm0025608,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt8478070,tvSeries,Darisi Basimiza,Darisi Basimiza,0,2018,2018.0,120,"Comedy,Romance",5.3,361,nm4674394,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt5940384,movie,Bilu: A Demon Within,Bilu: A Demon Within,0,2017,,128,"Drama,Fantasy",6.8,281,nm3866863,Bengali,"Thought-Provoking,Emotional,Epic"
tt9828864,movie,The Grey,Dhoosarit - the Grey,0,2020,,90,"Drama,Mystery",5.9,322,nm6518742,Hindi,"Thought-Provoking,Emotional,Mysterious"
